instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2024?,Top crop: Maize with a yield of 289.33679028242096 kg/ha. Top livestock: Poultry with a count of 289.33679028242096.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2025?,Top crop: Rice with a yield of 407.5949144571229 kg/ha. Top livestock: Cattle with a count of 407.5949144571229.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2018?,Top crop: Maize with a yield of 849.9198969895778 kg/ha. Top livestock: Pig with a count of 849.9198969895778.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2024?,Top crop: Sorghum with a yield of 634.2425232113843 kg/ha. Top livestock: Cattle with a count of 634.2425232113843.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2025?,Top crop: Tomato with a yield of 498.3267789646623 kg/ha. Top livestock: Sheep with a count of 498.3267789646623.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2016?,Top crop: Rice with a yield of 752.1816949364595 kg/ha. Top livestock: Pig with a count of 752.1816949364595.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2019?,Top crop: Rice with a yield of 696.9769227898195 kg/ha. Top livestock: Poultry with a count of 696.9769227898195.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2015?,Top crop: Groundnut with a yield of 241.0592018125926 kg/ha. Top livestock: Cattle with a count of 241.0592018125926.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2020?,Top crop: Millet with a yield of 743.969873427813 kg/ha. Top livestock: Cattle with a count of 743.969873427813.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2020?,Top crop: Tomato with a yield of 985.84275712482 kg/ha. Top livestock: Pig with a count of 985.84275712482.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2015?,Top crop: Rice with a yield of 345.39055421664045 kg/ha. Top livestock: Poultry with a count of 345.39055421664045.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2017?,Top crop: Millet with a yield of 590.6552353628983 kg/ha. Top livestock: Goat with a count of 590.6552353628983.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2019?,Top crop: Soybean with a yield of 567.1045550522665 kg/ha. Top livestock: Cattle with a count of 567.1045550522665.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2017?,Top crop: Rice with a yield of 901.0411909929784 kg/ha. Top livestock: Goat with a count of 901.0411909929784.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2015?,Top crop: Millet with a yield of 863.1728211081961 kg/ha. Top livestock: Poultry with a count of 863.1728211081961.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2023?,Top crop: Groundnut with a yield of 848.3492952985488 kg/ha. Top livestock: Cattle with a count of 848.3492952985488.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2021?,Top crop: Tomato with a yield of 219.1122650685241 kg/ha. Top livestock: Goat with a count of 219.1122650685241.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2025?,Top crop: Maize with a yield of 796.8569550954224 kg/ha. Top livestock: Cattle with a count of 796.8569550954224.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2025?,Top crop: Tomato with a yield of 880.5327317060583 kg/ha. Top livestock: Poultry with a count of 880.5327317060583.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2021?,Top crop: Rice with a yield of 653.0184104586668 kg/ha. Top livestock: Cattle with a count of 653.0184104586668.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2022?,Top crop: Tomato with a yield of 220.3713290840153 kg/ha. Top livestock: Pig with a count of 220.3713290840153.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2024?,Top crop: Sorghum with a yield of 674.1700419341048 kg/ha. Top livestock: Pig with a count of 674.1700419341048.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2018?,Top crop: Millet with a yield of 766.3048202688238 kg/ha. Top livestock: Sheep with a count of 766.3048202688238.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2016?,Top crop: Soybean with a yield of 226.416708427701 kg/ha. Top livestock: Sheep with a count of 226.416708427701.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2015?,Top crop: Groundnut with a yield of 222.39673446081625 kg/ha. Top livestock: Sheep with a count of 222.39673446081625.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2016?,Top crop: Soybean with a yield of 820.6171910412186 kg/ha. Top livestock: Sheep with a count of 820.6171910412186.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2023?,Top crop: Sorghum with a yield of 654.1236815496242 kg/ha. Top livestock: Cattle with a count of 654.1236815496242.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2025?,Top crop: Tomato with a yield of 618.2142781588659 kg/ha. Top livestock: Cattle with a count of 618.2142781588659.
